,Unnamed: 0,index,x2d_region,x2d_leadtime,x2d_season,x2d_level,,time_step,hit_rate,false_alarm_ratio,bias_score,hanssen_kuipers_score,heidke_skill_score,total,auroc_score,auroc_lb,auroc_ub,cat,obs_count,threshold,hits,misses,FA,CN,hit_percentage,trigger_value,td
66,66,2959,0,3,jja,mod,,11,0.883720930232558,0.296296296296296,1.25581395348837,0.746968793480421,0.345531445384333,160,0.559599040325465,0.549653560859873,0.569377340050655,mod,19,-0.43,19,0,25,0,100,0.676767676767677,
67,67,3122,0,3,jja,mod,,42,0.983050847457627,0.0793650793650793,1.06779661016949,0.933545896962578,0.460284626840973,160,0.551551042638782,0.542734325015995,0.560825888192268,mod,19,-0.43,19,0,25,0,100,0.707070707070707,
68,68,3166,0,3,jja,mod,,42,0.983050847457627,0.0793650793650793,1.06779661016949,0.933545896962578,0.460284626840973,160,0.551355279724949,0.54211010632111,0.560580647294643,mod,19,-0.43,19,0,25,0,100,0.717171717171717,
69,69,3210,0,3,jja,mod,,42,0.966101694915254,0.0806451612903225,1.05084745762712,0.916596744420205,0.453503819329127,160,0.539723721402174,0.531547075277955,0.547872471697717,mod,19,-0.43,19,0,25,0,100,0.727272727272727,
70,70,3254,0,3,jja,mod,,42,0.966101694915254,0.0806451612903225,1.05084745762712,0.916596744420205,0.453503819329127,160,0.539576785873224,0.53145715205191,0.548981848857576,mod,19,-0.43,19,0,25,0,100,0.737373737373738,
71,71,3298,0,3,jja,mod,,42,0.966101694915254,0.0655737704918032,1.03389830508475,0.926497734519215,0.460006665555741,160,0.539912152231089,0.531783528111568,0.548723964644265,mod,19,-0.43,19,0,25,0,100,0.747474747474748,
72,72,3342,0,3,jja,mod,,42,0.966101694915254,0.0655737704918032,1.03389830508475,0.926497734519215,0.460006665555741,160,0.539769405548231,0.532088122605364,0.548057137257139,mod,19,-0.43,19,0,25,0,100,0.757575757575758,
73,73,3386,0,3,jja,mod,,42,0.898305084745763,0.0185185185185185,0.915254237288136,0.888404094646753,0.452169456781688,160,0.531013865504632,0.524207617358151,0.538655553190632,mod,19,-0.43,19,0,25,0,100,0.767676767676768,
74,74,3430,0,3,jja,mod,,42,0.898305084745763,0.0185185185185185,0.915254237288136,0.888404094646753,0.452169456781688,160,0.531230796468844,0.524230612645313,0.538322042795721,mod,19,-0.43,19,0,25,0,100,0.777777777777778,
75,75,3474,0,3,jja,mod,,42,0.677966101694915,0.024390243902439,0.694915254237288,0.668065111595905,0.356656513169683,160,0.524834933393564,0.518412971461084,0.531732092030361,mod,19,-0.43,19,0,25,0,100,0.787878787878788,
76,76,3518,0,3,jja,mod,,42,0.677966101694915,0.024390243902439,0.694915254237288,0.668065111595905,0.356656513169683,160,0.524800074110759,0.517892165795329,0.531624488609689,mod,19,-0.43,19,0,25,0,100,0.797979797979798,
0,0,79,0,3,jja,sev,,35,0.959183673469388,0.145454545454545,1.12244897959184,0.887111601397316,0.428888888888889,160,0.99870017619402,0.996652488331705,1,sev,11,-0.67,11,0,31,2,100,0.0101010101010101,
1,1,123,0,3,jja,sev,,35,0.959183673469388,0.145454545454545,1.12244897959184,0.887111601397316,0.428888888888889,160,0.998725993676397,0.996835443037975,1,sev,11,-0.67,11,0,29,4,100,0.0202020202020202,
2,2,167,0,3,jja,sev,,35,0.959183673469388,0.145454545454545,1.12244897959184,0.887111601397316,0.428888888888889,160,0.99871239116743,0.996761447749142,1,sev,11,-0.67,10,1,27,6,90.9090909090909,0.0303030303030303,
3,3,211,0,3,jja,sev,,35,0.653061224489796,0.0303030303030303,0.673469387755102,0.644052215480787,0.354339469957516,160,0.970883683764794,0.962321042325426,0.978724372546994,sev,11,-0.67,9,2,27,6,81.8181818181818,0.0404040404040404,
4,4,255,0,3,jja,sev,,35,0.653061224489796,0.0303030303030303,0.673469387755102,0.644052215480787,0.354339469957516,160,0.97078107280375,0.96270147066483,0.978505364455364,sev,11,-0.67,9,2,24,9,81.8181818181818,0.0505050505050505,
5,5,299,0,3,jja,sev,,35,0.653061224489796,0.0303030303030303,0.673469387755102,0.644052215480787,0.354339469957516,160,0.970851271630162,0.961764815624435,0.979191476249526,sev,11,-0.67,7,4,21,12,63.6363636363636,0.0606060606060606,
6,6,343,0,3,jja,sev,,35,0.653061224489796,0.0303030303030303,0.673469387755102,0.644052215480787,0.354339469957516,160,0.97104883072567,0.962718927960488,0.979222888288376,sev,11,-0.67,5,6,18,15,45.4545454545455,0.0707070707070707,1
7,7,380,0,3,jja,sev,,28,0.954545454545455,0,0.954545454545455,0.954545454545455,0.480525803310613,160,0.93573600695884,0.924315065713762,0.94636251541307,sev,11,-0.67,4,7,17,16,36.3636363636364,0.0808080808080808,
8,8,424,0,3,jja,sev,,28,0.954545454545455,0,0.954545454545455,0.954545454545455,0.480525803310613,160,0.935300826361645,0.923219919636878,0.94691401439803,sev,11,-0.67,4,7,16,17,36.3636363636364,0.0909090909090909,
9,9,468,0,3,jja,sev,,28,0.954545454545455,0,0.954545454545455,0.954545454545455,0.480525803310613,160,0.931709243853091,0.920121479758612,0.943152494266598,sev,11,-0.67,3,8,12,21,27.2727272727273,0.101010101010101,
10,10,512,0,3,jja,sev,,28,0.954545454545455,0,0.954545454545455,0.954545454545455,0.480525803310613,160,0.932694629447544,0.9214712971078,0.944596330520244,sev,11,-0.67,3,8,11,22,27.2727272727273,0.111111111111111,
11,11,568,0,3,jja,sev,,40,0.90625,0.0333333333333333,0.9375,0.885416666666667,0.447368421052632,160,0.885652681194917,0.870026483959513,0.899883342228848,sev,11,-0.67,3,8,10,23,27.2727272727273,0.121212121212121,
12,12,612,0,3,jja,sev,,40,0.90625,0.0333333333333333,0.9375,0.885416666666667,0.447368421052632,160,0.885594721642303,0.870511067708333,0.899876425855513,sev,11,-0.67,2,9,10,23,18.1818181818182,0.131313131313131,
13,13,656,0,3,jja,sev,,40,0.65625,0.0454545454545454,0.6875,0.635416666666667,0.335164835164835,160,0.865769224449972,0.849931581828134,0.880597714552239,sev,11,-0.67,2,9,8,25,18.1818181818182,0.141414141414141,
14,14,700,0,3,jja,sev,,40,0.65625,0.0454545454545454,0.6875,0.635416666666667,0.335164835164835,160,0.865977571138518,0.849871201346762,0.881397342503466,sev,11,-0.67,2,9,7,26,18.1818181818182,0.151515151515152,
15,15,901,0,3,jja,sev,,21,0.712121212121212,0,0.712121212121212,0.712121212121212,0.372010778039744,160,0.748518800988736,0.7303457017229,0.764911842830426,sev,11,-0.67,1,10,4,29,9.09090909090909,0.202020202020202,
16,16,945,0,3,jja,sev,,21,0.712121212121212,0,0.712121212121212,0.712121212121212,0.372010778039744,160,0.748260954526982,0.730518798428462,0.765863319499845,sev,11,-0.67,1,10,2,31,9.09090909090909,0.212121212121212,
17,17,989,0,3,jja,sev,,21,0.712121212121212,0,0.712121212121212,0.712121212121212,0.372010778039744,160,0.747602340687482,0.730357111570538,0.765251537356041,sev,11,-0.67,1,10,2,31,9.09090909090909,0.222222222222222,
18,18,1033,0,3,jja,sev,,21,0.712121212121212,0,0.712121212121212,0.712121212121212,0.372010778039744,160,0.747652878604445,0.730499301802948,0.764282425304961,sev,11,-0.67,1,10,2,31,9.09090909090909,0.232323232323232,
19,19,1059,0,3,jja,sev,,3,0.87719298245614,0.152542372881356,1.03508771929825,0.789814341679441,0.391837079601149,160,0.695815980936479,0.67711979697618,0.712114293372383,sev,11,-0.67,1,10,2,31,9.09090909090909,0.242424242424242,
20,20,1103,0,3,jja,sev,,3,0.87719298245614,0.152542372881356,1.03508771929825,0.789814341679441,0.391837079601149,160,0.695353449175935,0.678940568475452,0.713099456622701,sev,11,-0.67,1,10,2,31,9.09090909090909,0.252525252525253,
21,21,1147,0,3,jja,sev,,3,0.87719298245614,0.152542372881356,1.03508771929825,0.789814341679441,0.391837079601149,160,0.695615169038677,0.678570294064259,0.712847769562038,sev,11,-0.67,1,10,2,31,9.09090909090909,0.262626262626263,
22,22,1191,0,3,jja,sev,,3,0.87719298245614,0.152542372881356,1.03508771929825,0.789814341679441,0.391837079601149,160,0.695523814229435,0.678343738693636,0.712957835005522,sev,11,-0.67,1,10,1,32,9.09090909090909,0.272727272727273,
23,23,2814,0,3,jja,sev,,42,0.961538461538462,0.166666666666667,1.15384615384615,0.868945868945869,0.417808219178082,160,0.55424277333197,0.543731361869478,0.565583634175692,sev,11,-0.67,11,0,33,0,100,0.636363636363637,
24,24,2858,0,3,jja,sev,,42,0.961538461538462,0.166666666666667,1.15384615384615,0.868945868945869,0.417808219178082,160,0.537764316023893,0.529489629653556,0.547023067019251,sev,11,-0.67,11,0,33,0,100,0.646464646464647,
25,25,2902,0,3,jja,sev,,42,0.865384615384615,0.134615384615385,1,0.800569800569801,0.4002849002849,160,0.534851779995758,0.526608742532355,0.544171022130386,sev,11,-0.67,11,0,33,0,100,0.656565656565657,
26,26,2946,0,3,jja,sev,,42,0.711538461538462,0.075,0.769230769230769,0.683760683760684,0.363636363636364,160,0.529758815245625,0.522302414941596,0.537632103444376,sev,11,-0.67,11,0,33,0,100,0.666666666666667,
27,27,2990,0,3,jja,sev,,42,0.711538461538462,0.075,0.769230769230769,0.683760683760684,0.363636363636364,160,0.52987608670589,0.522122267048412,0.538114531187293,sev,11,-0.67,11,0,33,0,100,0.676767676767677,
0,0,79,0,3,jja,ext,,35,0.971428571428571,0.227272727272727,1.25714285714286,0.891428571428572,0.407949790794979,160,0.995429989725218,0.991444669383815,0.998485076670318,ext,9,-0.84,9,0,31,4,100,0.0101010101010101,
1,1,123,0,3,jja,ext,,35,0.971428571428571,0.227272727272727,1.25714285714286,0.891428571428572,0.407949790794979,160,0.995322027487095,0.991459295277378,0.998489482941678,ext,9,-0.84,7,2,29,6,77.7777777777778,0.0202020202020202,
2,2,167,0,3,jja,ext,,35,0.971428571428571,0.227272727272727,1.25714285714286,0.891428571428572,0.407949790794979,160,0.995428557268491,0.991418985397914,0.998468781514959,ext,9,-0.84,7,2,28,7,77.7777777777778,0.0303030303030303,
3,3,204,0,3,jja,ext,,28,0.742424242424242,0,0.742424242424242,0.742424242424242,0.386020784445189,160,0.937657463071682,0.924718903811127,0.949764869019986,ext,9,-0.84,6,3,24,11,66.6666666666667,0.0404040404040404,
4,4,248,0,3,jja,ext,,28,0.742424242424242,0,0.742424242424242,0.742424242424242,0.386020784445189,160,0.937879134573648,0.925430839002268,0.95031517126868,ext,9,-0.84,5,4,19,16,55.5555555555556,0.0505050505050505,1
5,5,292,0,3,jja,ext,,28,0.742424242424242,0,0.742424242424242,0.742424242424242,0.386020784445189,160,0.937827212414157,0.924479642389103,0.950568276984921,ext,9,-0.84,4,5,14,21,44.4444444444444,0.0606060606060606,
6,6,336,0,3,jja,ext,,28,0.742424242424242,0,0.742424242424242,0.742424242424242,0.386020784445189,160,0.93780563277907,0.925301236989281,0.950220246298477,ext,9,-0.84,4,5,12,23,44.4444444444444,0.0707070707070707,
7,7,392,0,3,jja,ext,,40,0.948275862068966,0.126984126984127,1.08620689655172,0.869844489519946,0.426983073348822,160,0.864672392352807,0.847984830507169,0.881641105585357,ext,9,-0.84,4,5,12,23,44.4444444444444,0.0808080808080808,
8,8,436,0,3,jja,ext,,40,0.948275862068966,0.126984126984127,1.08620689655172,0.869844489519946,0.426983073348822,160,0.865267321897638,0.847278120550546,0.881850616976193,ext,9,-0.84,3,6,11,24,33.3333333333333,0.0909090909090909,
9,9,480,0,3,jja,ext,,40,0.741379310344828,0.156862745098039,0.879310344827586,0.662947937795808,0.340333217632766,160,0.848410630383961,0.831837882479814,0.866452323851114,ext,9,-0.84,3,6,9,26,33.3333333333333,0.101010101010101,
10,10,524,0,3,jja,ext,,40,0.741379310344828,0.156862745098039,0.879310344827586,0.662947937795808,0.340333217632766,160,0.848150566486709,0.830692475279905,0.86581753000255,ext,9,-0.84,2,7,7,28,22.2222222222222,0.111111111111111,
11,11,707,0,3,jja,ext,,3,0.981132075471698,0.2,1.22641509433962,0.859636748368894,0.406588824020017,160,0.747198687521675,0.728162081952612,0.767893622957625,ext,9,-0.84,1,8,5,30,11.1111111111111,0.161616161616162,
12,12,751,0,3,jja,ext,,3,0.981132075471698,0.2,1.22641509433962,0.859636748368894,0.406588824020017,160,0.747216853669877,0.727070747098935,0.764928255066133,ext,9,-0.84,1,8,3,32,11.1111111111111,0.171717171717172,
13,13,795,0,3,jja,ext,,3,0.981132075471698,0.2,1.22641509433962,0.859636748368894,0.406588824020017,160,0.746994097737116,0.728403844141575,0.766566512583462,ext,9,-0.84,1,8,2,33,11.1111111111111,0.181818181818182,
14,14,839,0,3,jja,ext,,3,0.981132075471698,0.2,1.22641509433962,0.859636748368894,0.406588824020017,160,0.747156831817441,0.728577053124631,0.766413350403216,ext,9,-0.84,1,8,2,33,11.1111111111111,0.191919191919192,
15,15,883,0,3,jja,ext,,3,0.886792452830189,0.216666666666667,1.13207547169811,0.765297125727385,0.370307167235495,160,0.701392403972717,0.682851379574788,0.720196555583371,ext,9,-0.84,1,8,2,33,11.1111111111111,0.202020202020202,
16,16,927,0,3,jja,ext,,3,0.886792452830189,0.216666666666667,1.13207547169811,0.765297125727385,0.370307167235495,160,0.700968351025235,0.681883768174718,0.720946942773529,ext,9,-0.84,1,8,2,33,11.1111111111111,0.212121212121212,
17,17,971,0,3,jja,ext,,3,0.886792452830189,0.216666666666667,1.13207547169811,0.765297125727385,0.370307167235495,160,0.701592088708171,0.683333333333333,0.720365491521357,ext,9,-0.84,1,8,2,33,11.1111111111111,0.222222222222222,
18,18,1015,0,3,jja,ext,,3,0.886792452830189,0.216666666666667,1.13207547169811,0.765297125727385,0.370307167235495,160,0.701047153179629,0.683040851984982,0.718961401971848,ext,9,-0.84,1,8,2,33,11.1111111111111,0.232323232323232,
19,19,1237,0,3,jja,ext,,5,0.714285714285714,0,0.714285714285714,0.714285714285714,0.398089171974522,160,0.613795500394152,0.597640100697376,0.630113219424912,ext,9,-0.84,9,0,35,0,100,0.282828282828283,
20,20,1281,0,3,jja,ext,,5,0.714285714285714,0,0.714285714285714,0.714285714285714,0.398089171974522,160,0.613946324272505,0.597674127421672,0.630781829272157,ext,9,-0.84,9,0,35,0,100,0.292929292929293,
21,21,1325,0,3,jja,ext,,5,0.714285714285714,0,0.714285714285714,0.714285714285714,0.398089171974522,160,0.613982222659335,0.59738292853003,0.631055600942469,ext,9,-0.84,9,0,35,0,100,0.303030303030303,
22,22,1369,0,3,jja,ext,,5,0.714285714285714,0,0.714285714285714,0.714285714285714,0.398089171974522,160,0.614058207943603,0.598385815723976,0.630938837398905,ext,9,-0.84,9,0,35,0,100,0.313131313131313,
23,23,2286,0,3,jja,ext,,42,0.961538461538462,0.206349206349206,1.21153846153846,0.841168091168091,0.398717083051992,160,0.565746033333983,0.55302829734562,0.579545454545455,ext,9,-0.84,9,0,35,0,100,0.515151515151515,
24,24,2330,0,3,jja,ext,,42,0.961538461538462,0.206349206349206,1.21153846153846,0.841168091168091,0.398717083051992,160,0.56620892725779,0.553568739242685,0.579937417984982,ext,9,-0.84,9,0,35,0,100,0.525252525252525,
25,25,2374,0,3,jja,ext,,42,0.884615384615385,0.192982456140351,1.09615384615385,0.782763532763533,0.381862404447533,160,0.563065293070907,0.550247027419528,0.576251490937789,ext,9,-0.84,9,0,35,0,100,0.535353535353535,
26,26,2418,0,3,jja,ext,,42,0.884615384615385,0.192982456140351,1.09615384615385,0.782763532763533,0.381862404447533,160,0.562985601753664,0.551241667929102,0.576275483222719,ext,9,-0.84,9,0,35,0,100,0.545454545454546,
27,27,2462,0,3,jja,ext,,42,0.711538461538462,0.195652173913044,0.884615384615385,0.628205128205128,0.323788546255507,160,0.556103866034362,0.543882342557041,0.569358724455995,ext,9,-0.84,9,0,35,0,100,0.555555555555556,
28,28,2506,0,3,jja,ext,,42,0.711538461538462,0.195652173913044,0.884615384615385,0.628205128205128,0.323788546255507,160,0.552751249111592,0.541459887119532,0.565187418303772,ext,9,-0.84,9,0,35,0,100,0.565656565656566,
